"70","A1070","广东省广州市","越秀区广州大道中1373号","2020-08-05 14:22:27"
"71","A1071","广东省广州市","越秀区广州大道中873号","2020-08-05 14:22:27"
"72","A1072","广东省广州市","天河区广州大道中373号","2020-08-05 14:22:27"
"73","A1073","广东省广州市","天河区广州大道中473号","2020-08-05 14:22:27"
"74","A1074","广东省广州市","天河区广州大道中33号","2020-08-05 14:22:27"
"75","A1075","广东省广州市","天河区广州大道中323号","2020-08-05 14:22:27"
"76","A1076","广东省广州市","天河区广州大道中1373号","2020-08-05 14:22:27"
"77","A1077","广东省广州市","天河区广州大道中158号","2020-08-05 14:22:27"
"78","A1078","广东省广州市","天河区广州大道中258号","2020-08-05 14:22:27"
"79","A1079","广东省广州市","天河区广州大道中458号","2020-08-05 14:22:27"
"80","A1080","广东省广州市","天河区广州大道中758号","2020-08-05 14:22:27"
"81","A1081","广东省广州市","天河区广州大道中656号","2020-08-05 14:22:27"
"82","A1082","广东省广州市","天河区广州大道中2656号","2020-08-05 14:22:27"
"83","A1083","广东省广州市","天河区广州大道中3656号","2020-08-05 14:22:27"
"84","A1084","广东省广州市","天河区中山一路立交桥底","2020-08-05 14:22:27"
"85","A1085","广东省广州市","天河区黄埔大道中578号","2020-08-05 14:22:27"
"86","A1086","广东省广州市","天河区黄埔大道中582号","2020-08-05 14:22:27"
"87","A1087","广东省广州市","天河区黄埔大道中586号","2020-08-05 14:22:27"
"88","A1088","广东省广州市","天河区黄埔大道中590号","2020-08-05 14:22:27"
"89","A1089","广东省广州市","天河区黄埔大道中596号","2020-08-05 14:22:27"
"90","A1090","广东省广州市","天河区黄埔大道中600号","2020-08-05 14:22:27"
"91","A1091","广东省广州市","天河区黄埔大道中604号","2020-08-05 14:22:27"
"92","A1092","广东省广州市","天河区黄埔大道中608号","2020-08-05 14:22:27"
"93","A1093","广东省广州市","天河区黄埔大道中612号","2020-08-05 14:22:27"
"94","A1094","广东省广州市","天河区黄埔大道中616号","2020-08-05 14:22:27"
"95","A1095","广东省广州市","天河区黄埔大道中620号","2020-08-05 14:22:27"
"96","A1096","广东省广州市","天河区黄埔大道中626号","2020-08-05 14:22:27"
"97","A1097","广东省广州市","天河区黄埔大道中630号","2020-08-05 14:22:27"
"98","A1098","广东省广州市","天河区黄埔大道中632号","2020-08-05 14:22:27"
"99","A1099","广东省广州市","天河区黄埔大道中636号","2020-08-05 14:22:27"
"100","A1100","广东省广州市","天河区黄埔大道中640号","2020-08-05 14:22:27"
"101","A1101","广东省广州市","天河区黄埔大道中644号","2020-08-05 14:22:27"
"102","A1102","广东省广州市","天河区黄埔大道中646号","2020-08-05 14:22:27"
"103","A1103","广东省广州市","天河区黄埔大道中650号","2020-08-05 14:22:27"
"104","A1104","广东省广州市","天河区黄埔大道中654号","2020-08-05 14:22:27"
"105","A1105","广东省广州市","天河区黄埔大道中658号","2020-08-05 14:22:27"
"106","A1106","广东省广州市","天河区黄埔大道中660号","2020-08-05 14:22:27"
"107","A1107","广东省广州市","天河区黄埔大道中664号","2020-08-05 14:22:27"
"108","A1108","广东省广州市","天河区黄埔大道中668号","2020-08-05 14:22:27"
"109","A1109","广东省广州市","天河区黄埔大道中670号","2020-08-05 14:22:27"
"110","A1110","广东省广州市","天河区黄埔大道中674号","2020-08-05 14:22:27"
"111","A1111","广东省广州市","天河区黄埔大道中678号","2020-08-05 14:22:27"
"112","A1112","广东省广州市","天河区黄埔大道中680号","2020-08-05 14:22:27"
"113","A1113","广东省广州市","天河区黄埔大道中684号","2020-08-05 14:22:27"
"114","A1114","广东省广州市","天河区黄埔大道中686号","2020-08-05 14:22:27"
"115","A1115","广东省广州市","天河区黄埔大道中688号","2020-08-05 14:22:27"
"116","A1116","广东省广州市","天河区黄埔大道东2号","2020-08-05 14:22:27"
"117","A1117","广东省广州市","天河区黄埔大道东12号","2020-08-05 14:22:27"
"118","A1118","广东省广州市","天河区黄埔大道东6号","2020-08-05 14:22:27"
"119","A1119","广东省广州市","天河区黄埔大道东14号","2020-08-05 14:22:27"
"120","A1120","广东省广州市","天河区黄埔大道东4号","2020-08-05 14:22:27"
"121","A1121","广东省广州市","天河区黄埔大道中126号","2020-08-05 14:22:27"
"122","A1122","广东省广州市","天河区黄埔大道东226号","2020-08-05 14:22:27"
"123","A1123","广东省广州市","天河区黄埔大道东326号","2020-08-05 14:22:27"
"124","A1124","广东省广州市","天河区黄埔大道东426号","2020-08-05 14:22:27"
"125","A1125","广东省广州市","天河区黄埔大道东526号","2020-08-05 14:22:27"
"126","A1126","广东省广州市","天河区黄埔大道东1126号","2020-08-05 14:22:27"
"127","A1127","广东省广州市","天河区黄埔大道东1006号","2020-08-05 14:22:27"
"128","A1128","广东省广州市","天河区黄埔大道东106号","2020-08-05 14:22:27"
"129","A1129","辽宁省大连市","中山区荣泰街19号","2020-08-05 14:22:27"
"130","A1130","辽宁省大连市","中山区荣泰街119号","2020-08-05 14:22:27"
"131","A1131","辽宁省大连市","中山区荣泰街10","2020-08-05 14:22:27"
"132","A1132","辽宁省大连市","中山区荣泰街101","2020-08-05 14:22:27"
"133","A1133","辽宁省大连市","中山区荣泰街102","2020-08-05 14:22:27"
"134","A1134","辽宁省大连市","中山区荣泰街103","2020-08-05 14:22:27"
"135","A1135","辽宁省大连市","中山区荣泰街104","2020-08-05 14:22:27"
"136","A1136","辽宁省大连市","中山区荣泰街21号","2020-08-05 14:22:27"
"137","A1137","辽宁省大连市","中山区荣泰街121号","2020-08-05 14:22:27"
"138","A1138","辽宁省大连市","中山区荣泰街221号","2020-08-05 14:22:27"
"139","A1139","辽宁省大连市","中山区荣泰街321号","2020-08-05 14:22:27"
"140","A1140","辽宁省大连市","中山区荣泰街19号","2020-08-05 14:22:27"
"141","A1141","辽宁省大连市","中山区荣泰街129号","2020-08-05 14:22:27"
"142","A1142","辽宁省大连市","中山区荣泰街201号","2020-08-05 14:22:27"
"143","A1143","辽宁省大连市","中山区荣泰街220号","2020-08-05 14:22:27"
"144","A1144","辽宁省大连市","中山区荣泰街240号","2020-08-05 14:22:27"
"145","A1145","辽宁省大连市","中山区春华街98号","2020-08-05 14:22:27"
"146","A1146","辽宁省大连市","中山区春华街198号","2020-08-05 14:22:27"
"147","A1147","辽宁省大连市","中山区春华街298号","2020-08-05 14:22:27"
"148","A1148","辽宁省大连市","中山区春华街398号","2020-08-05 14:22:27"
"149","A1149","辽宁省大连市","中山区春华街498号","2020-08-05 14:22:27"
"150","A1150","辽宁省大连市","中山区春华街196号","2020-08-05 14:22:27"
"151","A1151","辽宁省大连市","中山区春华街194号","2020-08-05 14:22:27"
"152","A1152","辽宁省大连市","中山区春华街294号","2020-08-05 14:22:27"
"153","A1153","辽宁省大连市","中山区春华街92号","2020-08-05 14:22:27"
"154","A1154","辽宁省大连市","中山区春华街192号","2020-08-05 14:22:27"
"155","A1155","辽宁省大连市","中山区春华街88号","2020-08-05 14:22:27"
"156","A1156","辽宁省大连市","中山区春华街188号","2020-08-05 14:22:27"
"157","A1157","辽宁省大连市","中山区春华街288号","2020-08-05 14:22:27"
"158","A1158","辽宁省大连市","中山区春华街186号","2020-08-05 14:22:27"
"159","A1159","辽宁省大连市","中山区春华街86号","2020-08-05 14:22:27"
"160","A1160","辽宁省大连市","中山区春华街84号","2020-08-05 14:22:27"
"161","A1161","辽宁省大连市","中山区春德街126号","2020-08-05 14:22:27"
"162","A1162","辽宁省大连市","中山区春德街1126号","2020-08-05 14:22:27"
"163","A1163","辽宁省大连市","中山区春华街480号","2020-08-05 14:22:27"
"164","A1164","江苏省南京市","秦淮区大明路50号","2020-08-05 14:22:27"
"165","A1165","江苏省南京市","秦淮区大明路54号","2020-08-05 14:22:27"
"166","A1166","江苏省南京市","秦淮区大明路56号","2020-08-05 14:22:27"
"167","A1167","江苏省南京市","秦淮区大明路156号","2020-08-05 14:22:27"
"168","A1168","江苏省南京市","秦淮区大明路62号","2020-08-05 14:22:27"
"169","A1169","江苏省南京市","秦淮区大明路162号","2020-08-05 14:22:27"
"170","A1170","江苏省南京市","秦淮区大明路64号","2020-08-05 14:22:27"
"171","A1171","江苏省南京市","秦淮区大明路74","2020-08-05 14:22:27"
"172","A1172","江苏省南京市","秦淮区大明路72号","2020-08-05 14:22:27"
"173","A1173","江苏省南京市","秦淮区大明路172号","2020-08-05 14:22:27"
"174","A1174","江苏省南京市","秦淮区大明路76号","2020-08-05 14:22:27"
"175","A1175","江苏省南京市","秦淮区大明路176号","2020-08-05 14:22:27"
"176","A1176","江苏省南京市","秦淮区秦虹路459号","2020-08-05 14:22:27"
"177","A1177","江苏省南京市","秦淮区秦虹路59号","2020-08-05 14:22:27"
"178","A1178","江苏省南京市","秦淮区大明路82","2020-08-05 14:22:27"
"179","A1179","江苏省南京市","秦淮区大明路821","2020-08-05 14:22:27"
"180","A1180","江苏省南京市","秦淮区大明路84","2020-08-05 14:22:27"
"181","A1181","江苏省南京市","秦淮区大明路88-8号","2020-08-05 14:22:27"
"182","A1182","江苏省南京市","秦淮区大明路188-1","2020-08-05 14:22:27"
"183","A1183","江苏省南京市","秦淮区大明路92","2020-08-05 14:22:27"
"184","A1184","江苏省南京市","秦淮区大明路192","2020-08-05 14:22:27"
"185","A1185","江苏省南京市","秦淮区大明路96-1号","2020-08-05 14:22:27"
"186","A1186","江苏省南京市","秦淮区大明路94号","2020-08-05 14:22:27"
"187","A1187","江苏省南京市","秦淮区大明路194号","2020-08-05 14:22:27"
"188","A1188","江苏省南京市","秦淮区大明路96","2020-08-05 14:22:27"
"189","A1189","江苏省南京市","秦淮区大明路1001","2020-08-05 14:22:27"
"190","A1190","江苏省南京市","秦淮区大明路100号","2020-08-05 14:22:27"
"191","A1191","江苏省南京市","秦淮区大明路1110号","2020-08-05 14:22:27"
"192","A1192","江苏省南京市","秦淮区大明路96-100","2020-08-05 14:22:27"
"193","A1193","江苏省南京市","秦淮区大明路1082","2020-08-05 14:22:27"
"194","A1194","江苏省南京市","秦淮区大明路1081","2020-08-05 14:22:27"
"195","A1195","江苏省南京市","秦淮区大明路106号","2020-08-05 14:22:27"
"196","A1196","江苏省南京市","秦淮区大明路1061","2020-08-05 14:22:27"
"197","A1197","江苏省南京市","秦淮区大明路108号","2020-08-05 14:22:27"
"198","A1198","江苏省南京市","秦淮区大明路111号","2020-08-05 14:22:27"
"199","A1199","江苏省南京市","秦淮区大明路120号","2020-08-05 14:22:27"
"200","A1200","江苏省南京市","秦淮区大明路110号","2020-08-05 14:22:27"
"201","A1201","江苏省南京市","秦淮区大明路55","2020-08-05 14:22:27"
"202","A1202","江苏省南京市","秦淮区大明路551","2020-08-05 14:22:27"
"203","A1203","江苏省南京市","秦淮区大明路118号","2020-08-05 14:22:27"
"204","A1204","江苏省南京市","秦淮区大明路118-1","2020-08-05 14:22:27"
"205","A1205","江苏省南京市","秦淮区大明路118号6-3-902","2020-08-05 14:22:27"
"206","A1206","江苏省南京市","秦淮区大明路35号","2020-08-05 14:22:27"
"207","A1207","江苏省南京市","秦淮区大明路135号","2020-08-05 14:22:27"
"208","A1208","江苏省南京市","秦淮区大明路1241","2020-08-05 14:22:27"
"209","A1209","江苏省南京市","秦淮区大明路1242","2020-08-05 14:22:27"
"210","A1210","江苏省南京市","秦淮区大明路1243","2020-08-05 14:22:27"
"211","A1211","江苏省南京市","秦淮区大明路124","2020-08-05 14:22:27"
"212","A1212","江苏省南京市","秦淮区大明路1261","2020-08-05 14:22:27"
"213","A1213","江苏省南京市","秦淮区大明路126","2020-08-05 14:22:27"
"214","A1214","上海市","普陀区绥德路891号","2020-08-05 14:22:27"
"215","A1215","上海市","普陀区绥德路972号","2020-08-05 14:22:27"
"216","A1216","上海市","普陀区绥德路976号","2020-08-05 14:22:27"
"217","A1217","上海市","普陀区绥德路992号","2020-08-05 14:22:27"
"218","A1218","上海市","普陀区绥德路9092号","2020-08-05 14:22:27"
"219","A1219","上海市","普陀区绥德路893号","2020-08-05 14:22:27"
"220","A1220","上海市","闵行区顾戴路1492号","2020-08-05 14:22:27"
"221","A1221","上海市","闵行区顾戴路1500号","2020-08-05 14:22:27"
"222","A1222","上海市","闵行区顾戴路1844号","2020-08-05 14:22:27"
"223","A1223","上海市","闵行区顾戴路1544号","2020-08-05 14:22:27"
"224","A1224","上海市","闵行区顾戴路1546号","2020-08-05 14:22:27"
"225","A1225","上海市","闵行区顾戴路1548号","2020-08-05 14:22:27"
"226","A1226","上海市","闵行区顾戴路1550号","2020-08-05 14:22:27"
"227","A1227","上海市","闵行区顾戴路1556号","2020-08-05 14:22:27"
"228","A1228","上海市","闵行区顾戴路1564号","2020-08-05 14:22:27"
"229","A1229","上海市","闵行区顾戴路1570号","2020-08-05 14:22:27"
"230","A1230","上海市","闵行区顾戴路1576号","2020-08-05 14:22:27"
"231","A1231","上海市","闵行区顾戴路1582号","2020-08-05 14:22:27"
"232","A1232","上海市","闵行区顾戴路1590号","2020-08-05 14:22:27"
"233","A1233","上海市","闵行区顾戴路1594号","2020-08-05 14:22:27"
"234","A1234","上海市","闵行区顾戴路1602号","2020-08-05 14:22:27"
"235","A1235","上海市","闵行区顾戴路1608号","2020-08-05 14:22:27"
"236","A1236","上海市","闵行区顾戴路1614号","2020-08-05 14:22:27"
"237","A1237","上海市","闵行区顾戴路1620号","2020-08-05 14:22:27"
"238","A1238","上海市","闵行区顾戴路1624号","2020-08-05 14:22:27"
"239","A1239","上海市","闵行区顾戴路1630号","2020-08-05 14:22:27"
"240","A1240","上海市","闵行区顾戴路1636号","2020-08-05 14:22:27"
"241","A1241","上海市","闵行区顾戴路1642号","2020-08-05 14:22:27"
"242","A1242","上海市","闵行区顾戴路1648号","2020-08-05 14:22:27"
"243","A1243","上海市","闵行区顾戴路1656号","2020-08-05 14:22:27"
"244","A1244","上海市","闵行区顾戴路1641号","2020-08-05 14:22:27"
"245","A1245","上海市","闵行区顾戴路1647号","2020-08-05 14:22:27"
"246","A1246","上海市","闵行区顾戴路1659号","2020-08-05 14:22:27"
"247","A1247","上海市","闵行区平阳路1580号","2020-08-05 14:22:27"
"248","A1248","上海市","闵行区平阳路1582号","2020-08-05 14:22:27"
"249","A1249","上海市","闵行区平阳路1584号","2020-08-05 14:22:27"
"250","A1250","上海市","闵行区平阳路1589号","2020-08-05 14:22:27"
"251","A1251","北京市","东城区干面胡同64号","2020-08-05 14:22:27"
"252","A1252","北京市","东城区东四南大街241-2号","2020-08-05 14:22:27"
"253","A1253","北京市","东城区东四南大街243号","2020-08-05 14:22:27"
"254","A1254","北京市","东城区东四南大街1243号","2020-08-05 14:22:27"
"255","A1255","北京市","东城区东四南大街189号","2020-08-05 14:22:27"
"256","A1256","北京市","东城区东四南大街1189号","2020-08-05 14:22:27"
"257","A1257","北京市","东城区灯口大街33号一层","2020-08-05 14:22:27"
"258","A1258","北京市","东城区东四南大街1249-1","2020-08-05 14:22:27"
"259","A1259","北京市","东城区东四南大街249-1","2020-08-05 14:22:27"
"260","A1260","北京市","东城区东四南大街1249号","2020-08-05 14:22:27"
"261","A1261","北京市","东城区东四南大街249号","2020-08-05 14:22:27"
"262","A1262","北京市","东城区东四南大街249-4","2020-08-05 14:22:27"
"263","A1263","北京市","东城区金宝街107号","2020-08-05 14:22:27"
"264","A1264","北京市","东城区金宝街1107号","2020-08-05 14:22:27"
"265","A1265","北京市","东城区东单北大街269号","2020-08-05 14:22:27"
"266","A1266","北京市","东城区东单北大街126号","2020-08-05 14:22:27"
"267","A1267","北京市","东城区东单北大街26号","2020-08-05 14:22:27"
"268","A1268","北京市","东城区东单北大街32号","2020-08-05 14:22:27"
"269","A1269","北京市","东城区东单北大街132号","2020-08-05 14:22:27"
"270","A1270","北京市","东城区东单北大街234号","2020-08-05 14:22:27"
"271","A1271","北京市","东城区东单北大街134号","2020-08-05 14:22:27"
"272","A1272","北京市","东城区东单北大街34号","2020-08-05 14:22:27"
"273","A1273","北京市","东城区东单北大街40号","2020-08-05 14:22:27"
"274","A1274","北京市","东城区东单北大街5号","2020-08-05 14:22:27"
"275","A1275","北京市","东城区东单北大街15号","2020-08-05 14:22:27"
"276","A1276","北京市","东城区东单北大街11号","2020-08-05 14:22:27"
"277","A1277","北京市","东城区东堂子胡同61号1105室","2020-08-05 14:22:27"
"278","A1278","北京市","东城区东单北大街199号","2020-08-05 14:22:27"
"279","A1279","北京市","东城区东单北大街19号","2020-08-05 14:22:27"
"280","A1280","北京市","东城区东单北大街23号","2020-08-05 14:22:27"
"281","A1281","北京市","东城区东单北大街123号","2020-08-05 14:22:27"
"282","A1282","北京市","东城区东堂子胡同56号","2020-08-05 14:22:27"
"283","A1283","北京市","东城区东堂子胡同156号","2020-08-05 14:22:27"
"284","A1284","北京市","东城区东单北大街60","2020-08-05 14:22:27"
"285","A1285","北京市","东城区东单北大街129号","2020-08-05 14:22:27"
"286","A1286","北京市","东城区东单北大街29号","2020-08-05 14:22:27"
"287","A1287","北京市","东城区东单北大街33号","2020-08-05 14:22:27"
"288","A1288","北京市","东城区东单北大街35号","2020-08-05 14:22:27"
"289","A1289","北京市","东城区东单北大街37号","2020-08-05 14:22:27"
"290","A1290","北京市","东城区东单北大街137号","2020-08-05 14:22:27"
"291","A1291","北京市","东城区东单北大街45号","2020-08-05 14:22:27"
"292","A1292","北京市","东城区东单北大街51号","2020-08-05 14:22:27"
"293","A1293","北京市","东城区东单北大街151号","2020-08-05 14:22:27"
"294","A1294","北京市","东城区东单北大街72","2020-08-05 14:22:27"
"295","A1295","北京市","东城区外交部街67号","2020-08-05 14:22:27"
"296","A1296","北京市","东城区东单北大街55号","2020-08-05 14:22:27"
"297","A1297","北京市","东城区东单北大街57号","2020-08-05 14:22:27"
"298","A1298","北京市","东城区东单北大街157号","2020-08-05 14:22:27"
"299","A1299","北京市","东城区东单北大街159号","2020-08-05 14:22:27"
"300","A1300","北京市","东城区东单北大街59号","2020-08-05 14:22:27"
"301","A1301","天津市","河东区津滨大道53号","2020-08-05 14:22:27"
"302","A1302","天津市","河东区津滨大道153号","2020-08-05 14:22:27"
"303","A1303","天津市","河东区津滨大道253号","2020-08-05 14:22:27"
"304","A1304","天津市","河东区津滨大道353号","2020-08-05 14:22:27"
"305","A1305","天津市","河东区津滨大道453号","2020-08-05 14:22:27"
"306","A1306","天津市","河东区津滨大道553号","2020-08-05 14:22:27"
"307","A1307","天津市","河东区津滨大道653号","2020-08-05 14:22:27"
"308","A1308","天津市","河东区津滨大道753号","2020-08-05 14:22:27"
"309","A1309","天津市","河东区津滨大道51号","2020-08-05 14:22:27"
"310","A1310","天津市","河东区津滨大道151号","2020-08-05 14:22:27"
"311","A1311","天津市","河东区津滨大道251号","2020-08-05 14:22:27"
"312","A1312","天津市","河东区津滨大道351号","2020-08-05 14:22:27"
"313","A1313","天津市","河东区津滨大道451号","2020-08-05 14:22:27"
"314","A1314","天津市","河东区津滨大道551号","2020-08-05 14:22:27"
"315","A1315","天津市","河东区津滨大道651号","2020-08-05 14:22:27"
"316","A1316","陕西省西安市","雁塔区长安南路168号","2020-08-05 14:22:27"
"317","A1317","陕西省西安市","雁塔区长安南路1168号","2020-08-05 14:22:27"
"318","A1318","陕西省西安市","雁塔区长安南路1268号","2020-08-05 14:22:27"
"319","A1319","陕西省西安市","雁塔区长安南路1368号","2020-08-05 14:22:27"
"320","A1320","陕西省西安市","雁塔区长安南路1468号","2020-08-05 14:22:27"
"321","A1321","陕西省西安市","雁塔区长安南路164","2020-08-05 14:22:27"
"322","A1322","陕西省西安市","雁塔区长安南路1641","2020-08-05 14:22:27"
"323","A1323","陕西省西安市","雁塔区长安南路1259号","2020-08-05 14:22:27"
"324","A1324","陕西省西安市","雁塔区长安南路159号","2020-08-05 14:22:27"
"325","A1325","陕西省西安市","雁塔区长安南路1159号","2020-08-05 14:22:27"
"326","A1326","陕西省西安市","雁塔区长安南路152号","2020-08-05 14:22:27"
"327","A1327","陕西省西安市","雁塔区长安南路2152号","2020-08-05 14:22:27"
"328","A1328","陕西省西安市","雁塔区长安南路1152号","2020-08-05 14:22:27"
"329","A1329","陕西省西安市","雁塔区长安南路148号","2020-08-05 14:22:27"
"330","A1330","陕西省西安市","雁塔区长安南路1148号","2020-08-05 14:22:27"
"331","A1331","陕西省西安市","雁塔区长安南路146号","2020-08-05 14:22:27"
"332","A1332","陕西省西安市","雁塔区长安南路144号","2020-08-05 14:22:27"
"333","A1333","陕西省西安市","雁塔区长安南路142号","2020-08-05 14:22:27"
"334","A1334","陕西省西安市","雁塔区长安南路132号","2020-08-05 14:22:27"
"335","A1335","陕西省西安市","雁塔区长安南路1128号","2020-08-05 14:22:27"
"336","A1336","陕西省西安市","雁塔区长安南路1228号","2020-08-05 14:22:27"
"337","A1337","陕西省西安市","雁塔区长安南路1328号","2020-08-05 14:22:27"
"338","A1338","陕西省西安市","雁塔区长安南路128号","2020-08-05 14:22:27"
"339","A1339","陕西省西安市","雁塔区长安南路116号","2020-08-05 14:22:27"
"340","A1340","陕西省西安市","雁塔区长安南路126号","2020-08-05 14:22:27"
"341","A1341","陕西省西安市","雁塔区长安南路136号","2020-08-05 14:22:27"
"342","A1342","陕西省西安市","雁塔区长安南路146号","2020-08-05 14:22:27"
"343","A1343","陕西省西安市","雁塔区水场路15号","2020-08-05 14:22:27"
"344","A1344","陕西省西安市","雁塔区水场路115号","2020-08-05 14:22:27"
"345","A1345","陕西省西安市","雁塔区水场路125号","2020-08-05 14:22:27"
"346","A1346","陕西省西安市","雁塔区水场路135号","2020-08-05 14:22:27"
"347","A1347","四川省成都市","青羊区江汉路91号","2020-08-05 14:22:27"
"348","A1348","四川省成都市","青羊区江汉路67号","2020-08-05 14:22:27"
"349","A1349","四川省成都市","青羊区江汉路1067号","2020-08-05 14:22:27"
"350","A1350","四川省成都市","青羊区江汉路218号","2020-08-05 14:22:27"
"351","A1351","四川省成都市","青羊区江汉路2118号","2020-08-05 14:22:27"
"352","A1352","四川省成都市","青羊区江汉路218号","2020-08-05 14:22:27"
"353","A1353","四川省成都市","青羊区江汉路174号","2020-08-05 14:22:27"
"354","A1354","四川省成都市","青羊区江汉路170号","2020-08-05 14:22:27"
"355","A1355","四川省成都市","青羊区江汉路164号","2020-08-05 14:22:27"
"356","A1356","四川省成都市","青羊区江汉路160号","2020-08-05 14:22:27"
"357","A1357","四川省成都市","青羊区江汉路156号","2020-08-05 14:22:27"
"358","A1358","四川省成都市","青羊区江汉路152号","2020-08-05 14:22:27"
